304402.7778,0
304405.5556,-0.02
304408.3333,-0.08
304411.1111,-0.205
304413.8889,-0.355
304416.6667,-0.56
304419.4444,-0.74
304422.2222,-0.9
304425,-1.03
304427.7778,-1.135
304430.5556,-1.235
304433.3333,-1.295
304436.1111,-1.355
304438.8889,-1.395
304441.6667,-1.43
304444.4444,-1.435
304447.2222,-1.435
304450,-1.4
304452.7778,-1.37
304455.5556,-1.305
304458.3333,-1.25
304461.1111,-1.175
304463.8889,-1.095
304466.6667,-1.01
304469.4444,-0.945
304472.2222,-0.9
304475,-0.84
304477.7778,-0.775
304480.5556,-0.695
304483.3333,-0.605
304486.1111,-0.52
304488.8889,-0.43
304491.6667,-0.355
304494.4444,-0.305
304497.2222,-0.275
304500,-0.255
304502.7778,-0.245
304505.5556,-0.25
304508.3333,-0.245
304511.1111,-0.245
304513.8889,-0.24
304516.6667,-0.225
304519.4444,-0.205
304522.2222,-0.2
304525,-0.195
304527.7778,-0.185
304530.5556,-0.18
304533.3333,-0.16
304536.1111,-0.145
304538.8889,-0.14
304541.6667,-0.12
304544.4444,-0.1
304547.2222,-0.1
304550,-0.09
304552.7778,-0.09
304555.5556,-0.085
304558.3333,-0.085
304561.1111,-0.08
304563.8889,-0.065
304566.6667,-0.04
304569.4444,-0.02
304572.2222,0.005
304575,0.01
304577.7778,0.01
304580.5556,0.025
304583.3333,0.015
304586.1111,0.015
304588.8889,0.025
304591.6667,0.04
304594.4444,0.065
304597.2222,0.075
304600,0.09
304602.7778,0.11
304605.5556,0.13
304608.3333,0.14
304611.1111,0.15
304613.8889,0.155
304616.6667,0.15
304619.4444,0.16
304622.2222,0.16
304625,0.165
304627.7778,0.18
304630.5556,0.195
304633.3333,0.205
304636.1111,0.215
304638.8889,0.21
304641.6667,0.205
304644.4444,0.19
304647.2222,0.165
304650,0.145
304652.7778,0.12
304655.5556,0.09
304658.3333,0.08
304661.1111,0.065
304663.8889,0.055
304666.6667,0.05
304669.4444,0.03
304672.2222,0.005
304675,-0.02
304677.7778,-0.035
304680.5556,-0.06
304683.3333,-0.08
304686.1111,-0.1
304688.8889,-0.105
304691.6667,-0.13
304694.4444,-0.13
304697.2222,-0.14
304700,-0.165
304702.7778,-0.2
304705.5556,-0.275
304708.3333,-0.39
304711.1111,-0.545
304713.8889,-0.74
304716.6667,-0.93
304719.4444,-1.11
304722.2222,-1.275
304725,-1.39
304727.7778,-1.485
304730.5556,-1.555
304733.3333,-1.61
304736.1111,-1.635
304738.8889,-1.67
304741.6667,-1.68
304744.4444,-1.685
304747.2222,-1.67
304750,-1.65
304752.7778,-1.595
304755.5556,-1.53
304758.3333,-1.465
304761.1111,-1.385
304763.8889,-1.315
