0,-0.26
2.777777778,-0.26
5.555555556,-0.26
8.333333333,-0.26
11.11111111,-0.26
13.88888889,-0.26
16.66666667,-0.26
19.44444444,-0.26
22.22222222,-0.26
25,-0.25
27.77777778,-0.24
30.55555556,-0.225
33.33333333,-0.21
36.11111111,-0.2
38.88888889,-0.2
41.66666667,-0.2
44.44444444,-0.18
47.22222222,-0.17
50,-0.155
52.77777778,-0.165
55.55555556,-0.17
58.33333333,-0.175
61.11111111,-0.17
63.88888889,-0.165
66.66666667,-0.16
69.44444444,-0.17
72.22222222,-0.175
75,-0.185
77.77777778,-0.175
80.55555556,-0.17
83.33333333,-0.165
86.11111111,-0.175
88.88888889,-0.2
91.66666667,-0.205
94.44444444,-0.21
97.22222222,-0.21
100,-0.21
102.7777778,-0.225
105.5555556,-0.24
108.3333333,-0.25
111.1111111,-0.245
113.8888889,-0.245
116.6666667,-0.25
119.4444444,-0.255
122.2222222,-0.27
125,-0.29
127.7777778,-0.305
130.5555556,-0.31
133.3333333,-0.305
136.1111111,-0.305
138.8888889,-0.31
141.6666667,-0.31
144.4444444,-0.31
147.2222222,-0.295
150,-0.3
152.7777778,-0.32
155.5555556,-0.325
158.3333333,-0.325
161.1111111,-0.32
163.8888889,-0.305
166.6666667,-0.29
169.4444444,-0.295
172.2222222,-0.29
175,-0.305
177.7777778,-0.295
180.5555556,-0.285
183.3333333,-0.295
186.1111111,-0.295
188.8888889,-0.3
191.6666667,-0.305
194.4444444,-0.285
197.2222222,-0.285
200,-0.28
202.7777778,-0.285
205.5555556,-0.29
208.3333333,-0.295
211.1111111,-0.295
213.8888889,-0.28
216.6666667,-0.275
219.4444444,-0.265
222.2222222,-0.255
225,-0.26
227.7777778,-0.245
230.5555556,-0.235
233.3333333,-0.235
236.1111111,-0.24
238.8888889,-0.24
241.6666667,-0.255
244.4444444,-0.25
247.2222222,-0.245
250,-0.245
252.7777778,-0.255
255.5555556,-0.26
258.3333333,-0.265
261.1111111,-0.26
263.8888889,-0.27
266.6666667,-0.275
269.4444444,-0.29
272.2222222,-0.3
275,-0.305
277.7777778,-0.31
280.5555556,-0.305
283.3333333,-0.29
286.1111111,-0.285
288.8888889,-0.3
291.6666667,-0.3
294.4444444,-0.295
297.2222222,-0.285
300,-0.285
302.7777778,-0.28
305.5555556,-0.29
308.3333333,-0.305
311.1111111,-0.3
